Timestamp,Emitter_ID,Radar_Function,RF_MHz,PW_us,PRI_us,Amplitude_dB,DOA_deg,Location_MGRS
2025-12-13 12:23:54,9,Coastal Defense,8029.357084,1.26081358,111.4469349,14.50882909,219.4024769,51SUA399218
2025-12-05 17:41:51,6,Early Warning,9245.456122,5.33116265,403.613681,18.58249627,-16.12434308,52SDG142415
2025-11-30 17:25:14,9,Coastal Defense,8062.415456,1.970119872,113.5932866,8.572111926,204.3138006,51SUA399218
2025-11-24 07:39:56,5,Air Traffic Control,11161.4141,0.392150006,809.3560844,6.152873685,300.879347,51RWJ270490
2025-12-05 18:20:17,3,Naval/Ground Surveillance,8194.321351,0.541179298,463.4540183,6.422048489,254.3445231,51SVV045197
2025-11-24 05:36:16,9,Coastal Defense,8019.30091,1.92321385,135.0988003,-1.37038779,211.7390251,51SUA399218
2025-11-26 07:50:57,8,Medium-Range Search / Ground Mapping,9632.991091,2.166293531,401.8180152,18.09195305,76.79869216,51RWL215712
2025-11-21 12:50:30,1,Medium-Range Surveillance,9217.027688,2.870159987,201.7363383,21.0783935,69.90192095,51SXS985510
2025-12-13 20:54:15,4,Target Acquisition / Tracking,9771.403134,4.192648147,124.6592214,33.19377528,11.70871282,51SUT770698
2025-12-10 05:43:00,5,Air Traffic Control,11225.35393,0.03644288,755.4201253,6.762014791,327.7938649,51RWJ270490
2025-12-06 06:46:12,6,Early Warning,9256.673321,4.964821884,398.3987266,10.94764451,1.002287109,52SDG142415
2025-12-12 02:22:05,5,Air Traffic Control,11284.1117,0.01,779.4889879,1.732000993,303.7210376,51RWJ270490
2025-11-25 02:14:43,2,Short-Range Fire Control / Tracking,10421.26163,0.983411799,75.52518074,6.201333619,90.49523257,50RPP298191
2025-12-13 17:06:37,9,Coastal Defense,8107.438743,1.408872659,128.4447982,16.62019385,190.1894167,51SUA399218
2025-11-30 18:55:56,1,Medium-Range Surveillance,9224.666143,3.566435417,196.6804858,4.423776512,46.87145983,51SXS985510
2025-12-02 07:10:02,3,Naval/Ground Surveillance,8125.47064,1.258176787,310.5503161,10.93636328,268.3150131,51SVV045197
2025-11-19 16:41:45,2,Short-Range Fire Control / Tracking,10523.75033,0.03575185,101.5961839,8.830259119,115.6283208,50RPP298191
2025-12-09 06:04:56,1,Medium-Range Surveillance,9106.803532,4.106267924,200.8480048,14.05685982,54.81009853,51SXS985510
2025-12-02 16:26:08,8,Medium-Range Search / Ground Mapping,9735.119189,2.517618678,446.0928557,23.05362578,110.2472678,51RWL215712
2025-11-20 05:09:27,10,Long-Range Tracking / Weather,11139.99748,0.278793635,797.8592319,9.318904201,313.4285876,50RQU166267
2025-11-22 15:20:21,2,Short-Range Fire Control / Tracking,10533.7226,0.950720115,102.2617385,9.624803347,110.8882639,50RPP298191
2025-11-28 20:16:07,6,Early Warning,9276.280087,4.949783231,449.4227164,22.89808912,11.53270956,52SDG142415
2025-12-17 13:15:27,9,Coastal Defense,8053.349932,1.653962015,102.2440324,13.93040477,212.8382512,51SUA399218
2025-12-03 06:18:42,3,Naval/Ground Surveillance,8115.571678,2.065594918,330.2321946,13.97393405,287.5180838,51SVV045197
2025-11-23 04:38:42,8,Medium-Range Search / Ground Mapping,9707.677057,2.982680007,448.0519902,24.87623262,98.44803894,51RWL215712
2025-12-13 07:40:59,8,Medium-Range Search / Ground Mapping,9753.950259,2.452636202,450.4347099,25.37574626,110.9141694,51RWL215712
2025-12-04 05:51:43,3,Naval/Ground Surveillance,8120.823725,1.322747675,451.3881966,16.88195475,256.9216171,51SVV045197
2025-12-05 21:50:41,4,Target Acquisition / Tracking,9791.513783,3.821387207,126.2993535,7.495940331,18.47445892,51SUT770698
2025-11-21 15:49:17,1,Medium-Range Surveillance,9277.460742,3.581557916,196.2842344,9.894126203,77.33951809,51SXS985510
2025-12-02 19:15:32,3,Naval/Ground Surveillance,8126.090237,1.041553025,378.2362972,18.5984138,270.0333478,51SVV045197
2025-12-11 14:52:21,6,Early Warning,9214.595025,5.671965106,407.3277592,21.58630793,22.99484987,52SDG142415
2025-12-19 13:03:09,8,Medium-Range Search / Ground Mapping,9832.50338,2.410907892,452.3401216,18.7070294,88.62687983,51RWL215712
2025-12-17 18:03:48,7,Target Illumination,10480.68522,1.650261741,52.79182503,8.898835616,167.8643429,51STV518067
2025-12-03 21:01:28,3,Naval/Ground Surveillance,8119.904369,1.493313085,382.7908974,7.145797575,271.2009175,51SVV045197
2025-12-14 21:39:30,8,Medium-Range Search / Ground Mapping,9748.886146,2.453260598,399.6957859,14.35600502,98.41446363,51RWL215712
2025-11-28 12:18:33,8,Medium-Range Search / Ground Mapping,9736.717668,2.263272181,400.8656234,15.62937173,88.04111527,51RWL215712
2025-11-19 14:45:38,2,Short-Range Fire Control / Tracking,10507.36299,1.984350485,47.52813165,5.162561967,138.0158149,50RPP298191
2025-11-30 10:29:06,6,Early Warning,9298.804625,4.431823831,396.2635381,17.04858272,13.23294431,52SDG142415
2025-12-04 01:08:15,1,Medium-Range Surveillance,9231.074889,3.86143505,197.9630244,17.20991317,24.58076828,51SXS985510
2025-11-28 22:13:24,7,Target Illumination,10370.68802,1.976244037,51.49875596,0.949231643,194.7874897,51STV518067
2025-12-01 02:21:15,6,Early Warning,9242.761842,4.640348425,453.7560694,16.19941996,-1.541635295,52SDG142415
2025-12-13 20:59:37,7,Target Illumination,10493.94901,2.911143432,40.68943719,2.115134521,179.4518016,51STV518067
2025-12-01 03:34:29,1,Medium-Range Surveillance,9199.432296,2.965673125,193.411839,15.86422084,46.01209246,51SXS985510
2025-11-20 20:53:20,6,Early Warning,9285.972426,5.239416442,399.104244,11.46353138,19.42619931,52SDG142415
2025-11-22 10:21:40,3,Naval/Ground Surveillance,8018.246792,1.121455354,315.7632275,7.90506413,285.5644913,51SVV045197
2025-11-24 15:08:20,6,Early Warning,9221.569174,4.863987254,392.8459091,14.95437536,30.86090898,52SDG142415
2025-12-04 04:44:36,2,Short-Range Fire Control / Tracking,10618.44447,1.091806337,71.42473491,8.176820768,98.15983334,50RPP298191
2025-11-20 12:31:01,9,Coastal Defense,8082.709653,1.057999529,123.9960178,12.65972164,228.2718359,51SUA399218
2025-11-30 10:38:38,3,Naval/Ground Surveillance,8135.786436,1.343238782,332.5343185,,268.5700788,51SVV045197
2025-12-17 04:34:21,7,Target Illumination,10485.14602,2.699672287,45.17695559,4.915414559,184.7988579,51STV518067
2025-12-07 09:46:41,3,Naval/Ground Surveillance,8128.401572,1.257821995,474.0393026,17.41057632,272.5742807,51SVV045197
2025-12-17 14:40:06,3,Naval/Ground Surveillance,8168.092333,1.233769657,398.7551853,10.37613921,260.1650295,51SVV045197
2025-12-16 00:23:39,7,Target Illumination,10439.54294,2.463755318,47.69181718,3.222849224,196.2498867,51STV518067
2025-11-23 21:05:29,5,Air Traffic Control,11250.57905,0.590746842,844.191585,-0.055653053,320.1960448,51RWJ270490
2025-11-27 11:22:44,6,Early Warning,9228.324801,6.015375527,450.5805984,9.037759258,17.63557213,52SDG142415
2025-11-19 20:26:14,2,Short-Range Fire Control / Tracking,10492.3028,0.233088624,46.97535239,3.03274225,110.056714,50RPP298191
2025-11-24 08:03:17,9,Coastal Defense,8016.932744,2.019551843,110.8094025,8.877806987,228.6432617,51SUA399218
2025-12-11 15:32:27,7,Target Illumination,10368.82867,2.558205154,51.0286528,4.823247326,214.3912898,51STV518067
2025-12-07 05:39:46,8,Medium-Range Search / Ground Mapping,9761.600777,3.210225396,394.6194624,17.85523402,97.59731933,51RWL215712
2025-11-23 20:27:34,7,Target Illumination,10463.72651,1.692240754,49.2990551,8.002857423,210.305006,51STV518067
2025-12-03 11:07:31,8,Medium-Range Search / Ground Mapping,9819.776702,3.076047308,394.6142538,12.47318471,80.54762871,51RWL215712
2025-12-10 17:56:58,8,Medium-Range Search / Ground Mapping,9663.361188,1.933224537,404.5390438,14.97292635,84.5771275,51RWL215712
2025-12-02 02:57:27,3,Naval/Ground Surveillance,8068.481958,1.422929673,317.0549469,15.00669753,275.2837044,51SVV045197
2025-12-03 21:04:41,3,Naval/Ground Surveillance,8160.359475,1.589628419,451.5770961,19.82382031,277.9650213,51SVV045197
2025-12-10 08:14:59,2,Short-Range Fire Control / Tracking,10483.3974,0.018026481,71.11505683,8.471206657,102.0310383,50RPP298191
2025-11-23 22:19:56,5,Air Traffic Control,11342.74356,0.01,785.7258165,9.123591519,313.1603998,51RWJ270490
2025-12-18 19:46:02,5,Air Traffic Control,11112.01832,0.465438546,810.2950758,2.534499468,294.3802455,51RWJ270490
2025-12-19 11:24:53,3,Naval/Ground Surveillance,8175.530998,1.917258166,375.7772848,10.36861625,285.8295104,51SVV045197
2025-11-30 12:54:46,6,Early Warning,9210.923878,5.285445274,398.9339322,13.54480685,12.59202542,52SDG142415
2025-12-07 01:56:51,8,Medium-Range Search / Ground Mapping,9755.55756,2.56387578,453.5288339,22.1905661,85.53247398,51RWL215712
2025-11-20 03:56:13,3,Naval/Ground Surveillance,8210.595028,1.469890741,322.0120396,14.2856415,269.0698815,51SVV045197
2025-12-15 12:29:27,6,Early Warning,9358.331886,5.414316329,404.689188,17.32232694,6.882822575,52SDG142415
2025-12-05 11:52:37,8,Medium-Range Search / Ground Mapping,9638.972168,2.58798693,448.1387476,17.41568938,76.7147492,51RWL215712
2025-11-20 18:04:43,7,Target Illumination,10417.17126,2.219906821,47.72303489,7.419063903,194.5813595,51STV518067
2025-11-28 06:33:35,2,Short-Range Fire Control / Tracking,10442.24119,0.160281603,74.18882201,14.23775283,106.6904398,50RPP298191
2025-12-13 01:38:55,3,Naval/Ground Surveillance,8018.112343,1.648900325,416.4452417,9.277349431,280.9371224,51SVV045197
2025-11-30 09:39:42,5,Air Traffic Control,11129.80845,0.15368514,755.2641242,13.87253522,307.9672426,51RWJ270490
2025-12-05 02:27:23,6,Early Warning,9282.229453,5.1762674,450.4535562,18.91061856,-6.254769227,52SDG142415
2025-12-07 15:48:57,7,Target Illumination,10348.94169,1.79987462,46.50600772,12.13666313,192.949813,51STV518067
2025-12-07 00:20:48,3,Naval/Ground Surveillance,8094.215727,1.453659888,413.7715534,5.357768349,274.124431,51SVV045197
2025-12-15 02:17:23,3,Naval/Ground Surveillance,8030.000579,1.231916161,468.6849291,6.606063066,271.6780621,51SVV045197
2025-12-17 03:43:06,3,Naval/Ground Surveillance,8110.500823,1.422347616,390.3931849,12.86774,282.4405405,51SVV045197
2025-11-28 06:08:04,5,Air Traffic Control,11221.80951,0.020199236,759.7874023,-2.101072267,306.4651128,51RWJ270490
2025-12-14 06:33:12,9,Coastal Defense,8017.167568,2.542523343,126.5810335,10.00337202,209.7981207,51SUA399218
2025-11-22 23:55:01,10,Long-Range Tracking / Weather,11207.89914,0.445522354,797.0128406,14.89199804,337.0578979,50RQU166267
2025-12-10 13:06:27,3,Naval/Ground Surveillance,7959.148756,2.089301995,440.3094898,10.32975232,285.3603617,51SVV045197
2025-11-19 02:15:16,1,Medium-Range Surveillance,9186.096098,3.828809336,199.9431644,10.1810327,33.56770972,51SXS985510
2025-12-01 07:50:52,9,Coastal Defense,8073.213141,2.170001398,112.9398811,14.42928756,215.852341,51SUA399218
2025-12-03 12:51:51,5,Air Traffic Control,11077.43141,0.535155202,850.9424569,6.281783283,337.2275906,51RWJ270490
2025-11-26 18:55:44,2,Short-Range Fire Control / Tracking,10534.06023,0.01,102.2307773,14.04222877,100.7976148,50RPP298191
2025-12-17 07:53:14,6,Early Warning,9345.347751,4.514565628,448.6883528,18.51460534,-0.356044404,52SDG142415
2025-11-27 23:41:19,5,Air Traffic Control,11180.74022,1.182243875,781.9649858,6.013764773,313.0585277,51RWJ270490
2025-12-19 19:43:59,9,Coastal Defense,8044.649871,1.719111729,137.3029373,10.77460443,216.6423892,51SUA399218
2025-12-19 22:28:46,2,Short-Range Fire Control / Tracking,10481.98218,1.126337789,75.92525967,3.543359783,132.1418645,50RPP298191
2025-11-20 16:15:38,5,Air Traffic Control,11248.62518,0.795114616,747.1875274,2.78593236,305.5182942,51RWJ270490
2025-12-05 16:28:43,6,Early Warning,9215.241672,4.878314314,400.10593,11.95388172,9.771496566,52SDG142415
2025-11-26 02:36:54,3,Naval/Ground Surveillance,8099.089822,1.063064272,426.7148145,10.87782071,276.9486418,51SVV045197
2025-12-14 12:13:56,6,Early Warning,9282.642781,4.680440025,398.809256,14.1629809,8.722295761,52SDG142415
2025-12-12 19:53:26,9,Coastal Defense,8096.703069,1.903829499,115.751869,8.054938461,214.407305,51SUA399218
2025-11-27 02:07:56,2,Short-Range Fire Control / Tracking,10523.69613,0.75468287,99.81950443,12.47962037,126.1898706,50RPP298191
2025-11-20 15:23:54,9,Coastal Defense,7998.239033,2.068527354,100.4053533,-0.127274014,223.5397097,51SUA399218
2025-11-23 02:13:39,6,Early Warning,9313.601832,5.149482646,455.7631862,8.38555725,-0.863855312,52SDG142415
2025-12-01 22:16:57,6,Early Warning,9287.869748,4.999709094,406.8828867,8.380140058,13.29418944,52SDG142415
2025-11-23 07:38:57,5,Air Traffic Control,11189.727,0.564418992,805.1758576,10.00890892,305.4963853,51RWJ270490
2025-11-29 04:32:05,5,Air Traffic Control,11173.53326,0.01,840.09812,7.238269594,335.6825609,51RWJ270490
2025-11-24 13:17:17,9,Coastal Defense,8093.24086,2.041080551,111.0715417,11.45735532,233.4924188,51SUA399218
2025-11-24 02:42:06,2,Short-Range Fire Control / Tracking,10499.13246,0.293276911,49.14342219,12.67163167,83.24496012,50RPP298191
2025-12-08 13:05:24,9,Coastal Defense,8036.311401,1.734787976,127.7027795,2.699423374,211.1705341,51SUA399218
2025-12-02 20:23:41,7,Target Illumination,10464.47712,2.613087766,50.97445634,7.063241314,169.9357122,51STV518067
2025-11-29 11:24:25,9,Coastal Defense,8120.080871,1.035849694,112.5581269,13.52590727,228.5884104,51SUA399218
2025-12-15 04:54:03,9,Coastal Defense,8120.527522,1.897846221,110.0683412,13.88444778,188.5905427,51SUA399218
2025-12-09 09:26:44,2,Short-Range Fire Control / Tracking,10358.87172,0.01,76.21290653,17.38210669,118.7576013,50RPP298191
2025-12-11 18:25:46,2,Short-Range Fire Control / Tracking,10477.58377,0.527407381,50.7654567,5.46246646,94.67034088,50RPP298191
2025-12-09 10:49:27,6,Early Warning,9303.185877,4.465137778,402.9998548,13.77695891,23.93968375,52SDG142415
2025-11-19 01:34:56,6,Early Warning,9295.351016,4.317212648,450.6637982,21.72291941,38.99143254,52SDG142415
2025-12-08 06:44:47,2,Short-Range Fire Control / Tracking,10480.31577,0.312028324,48.47677371,12.71566924,115.4809454,50RPP298191
2025-12-02 16:36:14,9,Coastal Defense,8087.092419,2.240292855,140.3474654,7.544510526,202.8923853,51SUA399218
2025-12-02 04:44:55,2,Short-Range Fire Control / Tracking,10473.25876,0.937744806,74.46175923,2.84654542,105.3024524,50RPP298191
2025-12-17 07:21:45,1,Medium-Range Surveillance,9322.639192,3.839395981,199.654857,16.74371026,36.9375078,51SXS985510
2025-11-25 18:20:44,5,Air Traffic Control,11262.0781,0.986508532,811.0838433,13.64067724,343.2442684,51RWJ270490
2025-11-25 14:11:36,9,Coastal Defense,8059.538332,2.219113838,106.2113154,12.98376065,206.095254,51SUA399218
2025-12-12 04:54:04,9,Coastal Defense,7967.757163,2.405329753,128.6734681,11.08485811,232.8327973,51SUA399218
2025-12-16 12:52:09,7,Target Illumination,10469.0209,2.536956485,46.06313799,3.917264213,177.5134342,51STV518067
2025-12-03 16:00:01,8,Medium-Range Search / Ground Mapping,9824.597252,2.118292247,439.5857072,16.13765985,102.6884334,51RWL215712
2025-11-29 14:42:00,3,Naval/Ground Surveillance,8111.022327,1.445764108,360.2320075,9.7943951,274.4774017,51SVV045197
2025-12-17 20:41:32,4,Target Acquisition / Tracking,9825.022224,1.961916722,121.2039987,19.1677272,26.41955819,51SUT770698
2025-11-20 21:06:27,2,Short-Range Fire Control / Tracking,10568.23861,0.509655357,101.8566704,5.729013612,96.487244,50RPP298191
2025-12-11 06:15:20,5,Air Traffic Control,11142.51547,0.663599872,762.1672014,4.505512113,325.3879149,51RWJ270490
2025-12-13 02:18:16,4,Target Acquisition / Tracking,9806.208257,1.453764068,124.9237555,23.95824872,28.21565187,51SUT770698
2025-12-07 12:04:03,6,Early Warning,9203.957562,5.172115868,397.2552482,18.70442968,3.225871904,52SDG142415
2025-11-26 21:48:29,2,Short-Range Fire Control / Tracking,10487.1473,0.977965124,97.26489679,11.79212209,103.1845419,50RPP298191
2025-12-09 12:25:44,5,Air Traffic Control,11165.25727,1.136476214,827.5547757,9.441625401,321.0119023,51RWJ270490
2025-11-25 22:21:21,8,Medium-Range Search / Ground Mapping,9735.176334,2.827485131,395.2709369,19.60568248,104.2909088,51RWL215712
2025-12-06 19:13:47,8,Medium-Range Search / Ground Mapping,9759.145769,2.808815985,357.9988318,20.36517914,72.58580053,51RWL215712
2025-12-01 18:23:14,6,Early Warning,9314.165475,5.913707128,450.9726105,18.54284539,-4.50298094,52SDG142415
2025-12-11 16:01:12,3,Naval/Ground Surveillance,8089.090713,1.166986537,367.1890352,-3.103007812,251.8436157,51SVV045197
2025-12-14 23:07:25,10,Long-Range Tracking / Weather,11167.5686,1.6729711,802.0482403,15.87555191,323.2621696,50RQU166267
2025-12-08 08:33:40,3,Naval/Ground Surveillance,8080.514728,1.547405407,453.3950716,4.660820947,297.2609882,51SVV045197
2025-12-02 21:57:04,6,Early Warning,9243.471448,5.224158768,451.5536341,,37.65113904,52SDG142415
2025-12-14 20:02:22,9,Coastal Defense,8071.701325,1.464823801,106.9284607,14.57965386,214.4935202,51SUA399218
2025-12-17 11:54:50,6,Early Warning,9203.82537,4.377522921,452.0834953,16.14302136,9.500622588,52SDG142415
2025-11-19 02:53:10,2,Short-Range Fire Control / Tracking,10481.63296,0.927606795,96.07868035,8.874475827,114.18645,50RPP298191
2025-12-05 18:19:46,3,Naval/Ground Surveillance,8089.42602,1.588383337,326.9868415,18.39503304,279.6955234,51SVV045197
2025-11-25 10:04:36,3,Naval/Ground Surveillance,8106.447808,1.331600436,344.930993,8.301386713,273.0481024,51SVV045197
2025-11-26 05:57:46,3,Naval/Ground Surveillance,8143.159296,2.016670623,371.2284044,11.28595297,275.3567556,51SVV045197
2025-11-30 02:52:42,2,Short-Range Fire Control / Tracking,10474.20028,1.071598514,72.48385843,10.33908379,110.5977283,50RPP298191
2025-11-21 13:05:43,8,Medium-Range Search / Ground Mapping,9791.234234,2.363106403,402.1457841,17.26173205,105.3452522,51RWL215712
2025-12-17 07:01:14,9,Coastal Defense,8047.211217,1.672391067,133.4678467,11.16989948,216.0785469,51SUA399218
2025-12-08 03:24:08,6,Early Warning,9224.675328,5.213659602,450.0150699,19.41712247,22.4367608,52SDG142415
2025-12-19 16:36:40,9,Coastal Defense,8131.167432,3.097542204,126.8023981,7.740440142,216.7096233,51SUA399218
2025-11-25 20:11:27,3,Naval/Ground Surveillance,8045.866363,1.498800718,362.1242366,10.36249416,275.7886799,51SVV045197
2025-12-05 04:09:07,9,Coastal Defense,8059.803938,2.318980785,117.299058,10.87092586,231.2608259,51SUA399218
2025-12-16 01:14:28,9,Coastal Defense,8002.107668,2.261115364,129.718318,11.64125581,242.6489477,51SUA399218
2025-11-22 14:16:14,3,Naval/Ground Surveillance,8046.841846,0.98498996,380.9522196,6.241067696,283.582589,51SVV045197
2025-11-28 01:24:29,7,Target Illumination,10429.18941,0.922938055,51.71748782,8.583460047,204.4405514,51STV518067
2025-12-01 17:43:54,2,Short-Range Fire Control / Tracking,10633.76453,0.243698259,98.00484169,14.63616671,140.1255055,50RPP298191
2025-12-11 14:40:11,2,Short-Range Fire Control / Tracking,10568.62173,0.784213296,50.02706704,9.787769802,104.5219061,50RPP298191
2025-11-19 15:13:46,10,Long-Range Tracking / Weather,11134.52317,0.865913833,797.0634856,7.660212249,323.3543007,50RQU166267
2025-12-10 19:04:51,2,Short-Range Fire Control / Tracking,10505.56919,0.144062005,99.80194222,2.718768614,103.608753,50RPP298191
2025-12-01 12:33:50,1,Medium-Range Surveillance,9290.687794,4.8333138,200.3894829,14.51740235,45.09248285,51SXS985510
2025-12-14 08:44:20,8,Medium-Range Search / Ground Mapping,9719.755872,1.849913144,405.1924388,22.73081953,88.56659907,51RWL215712
2025-12-06 07:21:39,8,Medium-Range Search / Ground Mapping,9815.503598,2.712245967,448.1245225,10.47825575,107.426799,51RWL215712
2025-11-19 15:15:35,5,Air Traffic Control,11134.20262,0.037350486,762.6034816,6.206293914,279.9407222,51RWJ270490
2025-11-21 19:32:26,2,Short-Range Fire Control / Tracking,10438.87019,0.723384643,99.58700114,6.910952554,132.964426,50RPP298191
2025-12-02 03:16:09,1,Medium-Range Surveillance,9222.169508,3.734844376,197.2675471,15.55791271,38.46169565,51SXS985510
2025-12-07 21:22:13,10,Long-Range Tracking / Weather,11096.4925,0.089347603,807.2558014,1.438581269,323.2180901,50RQU166267
2025-12-17 17:22:35,7,Target Illumination,10382.35296,1.571409154,52.57252636,3.295658521,172.5618116,51STV518067
2025-11-21 02:29:08,4,Target Acquisition / Tracking,9842.245044,1.333626312,125.3533062,19.05279842,28.85511684,51SUT770698
2025-11-23 08:27:05,2,Short-Range Fire Control / Tracking,10425.48735,0.83284818,77.78671826,11.25992194,130.57083,50RPP298191
2025-12-01 21:35:49,8,Medium-Range Search / Ground Mapping,9768.989902,2.557523119,458.7105474,6.120561295,113.7476252,51RWL215712
2025-12-14 19:44:34,8,Medium-Range Search / Ground Mapping,9804.543326,3.100414548,395.2203933,11.58660078,107.1381377,51RWL215712
2025-11-22 01:57:09,5,Air Traffic Control,11244.41196,0.708645543,794.5042753,2.413679351,328.7087763,51RWJ270490
2025-12-13 16:57:15,9,Coastal Defense,8035.153158,2.569896078,134.973516,3.812365339,205.9228482,51SUA399218
2025-12-14 22:35:07,3,Naval/Ground Surveillance,8054.858804,0.219276186,370.1809224,14.0584173,265.8837698,51SVV045197
